Site_id	Ip_counts	Input_counts	m6a_ratio	Sample_group_id	Beta_level
ENSG00000025800_exon_16_5676_chr1_+_32641982_32642133	151;98;139;128;136;140	86;85;112;55;53;65	0.969;0.922;0.987;1.531;1.838;1.813	1;1;1;2;2;2	0.359;0.641
ENSG00000026297_exon_11_103_chr6_-_167369686_167369837	96;114;102;124;127;132	53;81;64;83;40;97	0.993;1.13;1.261;0.987;2.269;1.148	1;1;1;2;2;2	0.98;0.02
ENSG00000026508_exon_21_111_chr11_+_35250785_35250936	323;265;281;186;127;110	35;44;70;30;56;22	5.015;4.817;3.163;3.991;1.632;4.202	1;1;1;2;2;2	0.682;0.318
ENSG00000026508_exon_21_77_chr11_+_35250751_35250902	314;268;275;187;119;112	35;52;87;30;65;22	4.878;4.105;2.49;4.014;1.316;4.274	1;1;1;2;2;2	0.961;0.039
ENSG00000026508_exon_21_89_chr11_+_35250763_35250914	319;269;284;186;123;113	35;51;70;30;56;22	4.947;4.202;3.197;3.991;1.584;4.31	1;1;1;2;2;2	0.679;0.321
ENSG00000026508_exon_21_96_chr11_+_35250770_35250921	324;268;284;186;124;113	35;51;70;30;56;22	5.032;4.187;3.197;3.991;1.596;4.31	1;1;1;2;2;2	0.957;0.043
ENSG00000027075_exon_2_136_chr14_+_61747805_61747956	112;83;103;88;67;89	22;48;87;39;65;79	2.764;1.389;0.932;1.469;0.741;0.955	1;1;1;2;2;2	0.996;0.004
ENSG00000027075_exon_2_152_chr14_+_61747821_61747972	104;77;93;89;53;84	18;41;70;39;65;41	3.09;1.52;1.054;1.486;0.595;1.741	1;1;1;2;2;2	0.625;0.375
ENSG00000027847_exon_6_463_chr5_+_177037002_177037153	186;119;163;165;137;106	36;36;48;35;82;21	2.819;2.659;2.689;3.053;1.19;4.262	1;1;1;2;2;2	0.812;0.188
ENSG00000028116_exon_23_190_chr2_+_58386672_58386823	133;113;144;189;135;173	32;25;43;63;42;76	2.249;3.542;2.62;1.966;2.292;1.928	1;1;1;2;2;2	0.294;0.706
ENSG00000028203_exon_23_1146_chr12_+_95694014_95694165	1015;776;666;1294;751;1099	57;51;39;44;46;39	9.799;12.112;13.349;19.124;11.656;23.729	1;1;1;2;2;2	0.844;0.156
ENSG00000028203_exon_23_1165_chr12_+_95694033_95694184	1115;866;759;1429;828;1227	65;62;39;50;46;56	9.385;11.072;15.209;18.636;12.844;18.501	1;1;1;2;2;2	0.5;0.5
ENSG00000028203_exon_23_1436_chr12_+_95694304_95694455	784;606;550;980;501;797	43;56;21;32;28;93	10.04;8.596;20.384;19.752;12.594;7.243	1;1;1;2;2;2	0.81;0.19
ENSG00000028310_exon_19_21_chr5_-_891289_891440	310;359;293;261;317;255	100;71;53;30;42;135	1.708;4.057;4.357;5.619;5.385;1.61	1;1;1;2;2;2	0.016;0.984
ENSG00000028310_exon_19_72_chr5_-_891340_891491	302;357;286;259;313;250	100;68;52;30;42;135	1.666;4.155;4.338;5.574;5.305;1.574	1;1;1;2;2;2	0.919;0.081
ENSG00000028310_exon_20_23_chr5_-_891776_891927	1143;1206;1086;900;1079;956	290;357;424;317;291;366	2.186;2.71;2.034;1.871;2.656;2.221	1;1;1;2;2;2	0.452;0.548
